45,Label,1,19,Deleted
47,Label,2,30,Deleted
47,Label,3,29,Deleted
47,Label,4,31,Deleted
47,Label,5,32,Deleted
47,Label,6,37,Deleted
47,Label,7,39,Deleted
47,Label,8,41,Deleted
47,Label,9,42,Deleted
47,Label,10,43,Deleted
47,Label,11,45,Deleted
47,Label,12,42,Deleted
47,Label,13,46,Deleted
47,Label,14,48,Deleted
47,LabelCalc,1,34,Deleted
47,LabelCalc,2,17,Deleted
47,TextBox,1,1,Deleted
47,TextBox,2,2,Deleted
47,TextBox,3,3,Deleted
47,TextBox,4,4,Deleted
47,TextBox,5,8,Deleted
47,TextBox,6,9,Deleted
47,TextBox,7,10,Deleted
47,TextBox,8,11,Deleted
47,TextBox,9,12,Deleted
47,TextBox,10,40,Deleted
47,TextBox,11,13,Deleted
47,TextBox,12,5,Deleted
47,TextBox,13,6,Deleted
47,TextBox,14,7,Deleted
48,LabelCalc,1,20,Deleted
48,LabelCalc,2,22,Deleted
48,LabelCalc,3,24,Deleted
48,LabelCalc,4,22,Deleted
48,LabelCalc,5,24,Deleted
48,LabelCalc,6,25,Deleted
48,cmdButton,1,2,Deleted
48,cmdButton,2,3,Deleted
48,cmdButton,3,8,Deleted
47,Image,1,0,Deleted
49,TextBox,1,17,Deleted
50,cmdButton,1,2,Deleted
50,cmdButton,2,4,Deleted
50,cmdButton,3,5,Deleted
50,cmdButton,4,6,Deleted
50,cmdButton,5,3,Deleted
50,Shape,2,0,Deleted
50,Shape,3,0,Deleted
50,Shape,4,0,Deleted
51,cmdButton,3,4,Deleted
51,cmdButton,4,5,Deleted
51,Shape,2,0,Deleted
51,Shape,3,0,Deleted
51,Shape,4,0,Deleted
52,cmdButton,4,11,Deleted
52,cmdButton,5,6,Deleted
52,cmdButton,6,12,Deleted
52,cmdButton,7,13,Deleted
52,cmdButton,8,14,Deleted
52,Label,1,31,Deleted
52,Label,2,32,Deleted
52,Label,3,33,Deleted
52,Label,4,34,Deleted
52,Label,5,35,Deleted
52,Label,6,36,Deleted
51,TrueGrid,1,1,Deleted
50,Line,1,0,Deleted
52,Line,1,0,Deleted
53,cmdButton,1,2,Deleted
53,cmdButton,2,4,Deleted
53,cmdButton,3,5,Deleted
53,cmdButton,4,3,Deleted
53,cmdButton,5,6,Deleted
53,Label,1,22,Deleted
53,LabelCalc,1,23,Deleted
53,Line,1,0,Deleted
54,LabelCalc,2,7,Deleted
54,LabelCalc,3,31,Deleted
54,LabelCalc,4,32,Deleted
54,LabelCalc,5,33,Deleted
54,LabelCalc,6,5,Deleted
54,LabelCalc,7,38,Deleted
54,LabelCalc,8,40,Deleted
54,LabelCalc,9,41,Deleted
54,LabelCalc,10,3,Deleted
54,LabelCalc,11,1,Deleted
54,LabelCalc,12,2,Deleted
54,LabelCalc,13,4,Deleted
54,LabelCalc,14,44,Deleted
54,LabelCalc,15,45,Deleted
54,LabelCalc,16,47,Deleted
54,LabelCalc,17,48,Deleted
54,LabelCalc,18,49,Deleted
54,LabelCalc,19,50,Deleted
54,LabelCalc,20,50,Deleted
54,LabelCalc,21,51,Deleted
54,LabelCalc,22,52,Deleted
54,LabelCalc,23,53,Deleted
55,Label,2,25,Deleted
55,Label,3,24,Deleted
55,LabelCalc,1,6,Deleted
55,LabelCalc,2,29,Deleted
55,LabelCalc,3,30,Deleted
55,LabelCalc,4,31,Deleted
55,LabelCalc,5,5,Deleted
55,LabelCalc,6,36,Deleted
55,LabelCalc,7,37,Deleted
55,LabelCalc,8,41,Deleted
55,LabelCalc,9,3,Deleted
55,LabelCalc,10,1,Deleted
55,LabelCalc,11,2,Deleted
55,LabelCalc,12,4,Deleted
55,LabelCalc,13,42,Deleted
55,LabelCalc,14,45,Deleted
55,LabelCalc,15,44,Deleted
53,Shape,2,0,Deleted
53,Shape,3,0,Deleted
53,Shape,4,0,Deleted
53,Shape,5,0,Deleted
54,cmdButton,6,37,Deleted
54,cmdButton,7,11,Deleted
54,cmdButton,8,39,Deleted
54,cmdButton,9,42,Deleted
54,cmdButton,10,43,Deleted
54,cmdButton,11,54,Deleted
54,ComboBox,1,8,Deleted
55,cmdButton,5,34,Deleted
55,cmdButton,6,37,Deleted
55,cmdButton,7,9,Deleted
55,cmdButton,8,39,Deleted
55,cmdButton,9,42,Deleted
55,cmdButton,10,43,Deleted
55,cmdButton,11,45,Deleted
56,cmdButton,9,41,Deleted
56,cmdButton,10,42,Deleted
56,LabelCalc,7,36,Deleted
56,LabelCalc,8,2,Deleted
56,LabelCalc,9,1,Deleted
56,LabelCalc,10,4,Deleted
56,LabelCalc,11,5,Deleted
56,LabelCalc,12,39,Deleted
56,LabelCalc,13,44,Deleted
56,LabelCalc,14,42,Deleted
56,LabelCalc,15,46,Deleted
56,LabelCalc,16,47,Deleted
56,LabelCalc,17,47,Deleted
56,LabelCalc,18,49,Deleted
56,LabelCalc,19,45,Deleted
56,LabelCalc,20,52,Deleted
56,LabelCalc,21,53,Deleted
56,LabelCalc,22,54,Deleted
56,LabelCalc,23,53,Deleted
56,LabelCalc,24,54,Deleted
56,LabelCalc,25,55,Deleted
56,LabelCalc,26,56,Deleted
57,Line,2,0,Deleted
52,Shape,2,0,Deleted
52,Shape,3,0,Deleted
52,Shape,4,0,Deleted
54,Label,2,25,Deleted
54,Label,3,24,Deleted
57,Label,2,25,Deleted
57,LabelCalc,2,23,Deleted
57,LabelCalc,3,24,Deleted
57,LabelCalc,4,27,Deleted
57,LabelCalc,5,26,Deleted
57,LabelCalc,6,2,Deleted
57,LabelCalc,7,3,Deleted
57,LabelCalc,8,28,Deleted
57,LabelCalc,9,29,Deleted
57,LabelCalc,10,30,Deleted
57,LabelCalc,11,31,Deleted
57,LabelCalc,12,32,Deleted
57,LabelCalc,13,33,Deleted
57,LabelCalc,14,34,Deleted
58,Shape,2,0,Deleted
58,Shape,3,0,Deleted
58,Shape,4,0,Deleted
59,Shape,2,0,Deleted
59,Shape,3,0,Deleted
62,LabelCalc,4,26,Deleted
61,Label,3,26,Deleted
59,cmdButton,12,11,Deleted
59,cmdButton,13,12,Deleted
59,cmdButton,14,13,Deleted
59,cmdButton,15,14,Deleted
59,cmdButton,16,17,Deleted
59,cmdButton,17,18,Deleted
59,cmdButton,18,19,Deleted
59,cmdButton,19,20,Deleted
61,cmdButton,4,5,Deleted
11,'@FORM',1,0,Changed
11,LabelCalc,7,43,Changed
11,LabelCalc,8,44,Changed
11,TextBox,6,46,Changed
11,TextBox,7,47,Changed
41,@FORM,1,0,Changed
41,cmdButton,6,26,Changed
44,'@FORM',1,0,Changed
44,cmdButton,1,0,New
44,cmdButton,2,0,New
44,cmdButton,3,0,New
44,cmdButton,4,0,New
44,ComboBox,1,0,New
44,Label,1,17,Changed
44,Label,2,0,New
44,Label,3,0,New
44,Label,4,0,New
44,LabelCalc,1,0,New
44,LabelCalc,2,0,New
44,LabelCalc,3,0,New
44,LabelCalc,4,0,New
44,LabelCalc,5,0,New
44,LabelCalc,6,0,New
44,LabelCalc,7,0,New
44,LabelCalc,8,0,New
44,LabelCalc,9,0,New
44,LabelCalc,10,0,New
44,Line,1,0,New
44,Shape,1,0,Changed
44,Shape,2,0,New
44,TrueGrid,1,2,Changed
45,'@FORM',1,0,Changed
45,cmdButton,1,2,Changed
45,cmdButton,2,3,Changed
45,cmdButton,3,0,New
45,cmdButton,4,0,New
45,cmdButton,5,0,New
45,cmdButton,6,0,New
45,LabelCalc,1,0,New
45,LabelCalc,2,0,New
45,LabelCalc,3,0,New
45,LabelCalc,4,0,New
45,LabelCalc,5,0,New
45,LabelCalc,6,0,New
45,LabelCalc,7,0,New
45,LabelCalc,8,0,New
45,Line,1,0,Changed
45,Shape,1,0,Changed
45,Shape,2,0,Changed
45,Shape,3,0,Changed
45,TrueGrid,1,1,Changed
46,'@FORM',1,0,Changed
46,cmdButton,1,0,New
46,cmdButton,2,0,New
46,cmdButton,3,0,New
46,cmdButton,4,0,New
46,Label,1,17,Changed
46,Label,2,0,New
46,Label,3,0,New
46,Label,4,0,New
46,LabelCalc,1,18,Changed
46,LabelCalc,2,0,New
46,LabelCalc,3,0,New
46,LabelCalc,4,0,New
46,LabelCalc,5,0,New
46,LabelCalc,6,0,New
46,LabelCalc,7,0,New
46,LabelCalc,8,0,New
46,LabelCalc,9,0,New
46,Shape,1,0,Changed
46,Shape,2,0,New
46,TrueGrid,1,1,Changed
47,'@FORM',1,0,Changed
47,cmdButton,1,15,Changed
47,cmdButton,2,14,Changed
47,cmdButton,3,0,New
47,cmdButton,4,0,New
47,cmdButton,5,0,New
47,Label,1,36,Changed
47,Line,1,0,Changed
47,Shape,1,0,Changed
47,Shape,2,0,New
47,Shape,3,0,New
47,Shape,4,0,New
47,Shape,5,0,New
47,Shape,6,0,New
47,Shape,7,0,New
47,Shape,8,0,New
47,TrueGrid,1,0,New
48,@FORM,1,0,Changed
48,Label,1,0,New
48,Shape,1,0,Changed
48,TrueGrid,1,1,Changed
49,'@FORM',1,0,Changed
49,cmdButton,1,0,New
49,cmdButton,2,0,New
49,Label,1,0,New
49,Line,1,0,New
49,Shape,1,0,Changed
49,Shape,2,0,New
49,Shape,3,0,New
49,TrueGrid,1,1,Changed
50,'@FORM',1,0,Changed
50,Label,1,23,Changed
50,LabelCalc,1,22,Changed
50,Shape,1,0,Changed
50,TrueGrid,1,1,Changed
51,'@FORM',1,0,Changed
51,cmdButton,1,2,Changed
51,cmdButton,2,3,Changed
51,Image,1,0,New
51,Label,1,21,Changed
51,Label,2,0,New
51,Label,3,0,New
51,Label,4,0,New
51,Label,5,0,New
