2,cmdButton,2,44,Deleted
2,cmdButton,3,85,Deleted
2,ComboBox,1,30,Deleted
2,Label,1,19,Deleted
2,Label,2,32,Deleted
2,Label,3,34,Deleted
2,Label,4,35,Deleted
2,Label,5,36,Deleted
2,Label,6,37,Deleted
2,Label,7,38,Deleted
2,Label,8,47,Deleted
2,Label,9,48,Deleted
2,Label,10,49,Deleted
2,Label,11,50,Deleted
2,Label,12,51,Deleted
2,Label,13,53,Deleted
2,Label,14,54,Deleted
2,Label,15,55,Deleted
2,Label,16,56,Deleted
2,Label,17,61,Deleted
2,Label,18,63,Deleted
2,Label,19,64,Deleted
2,Label,20,65,Deleted
2,Label,21,88,Deleted
2,Label,22,89,Deleted
2,Label,23,102,Deleted
2,Label,24,103,Deleted
2,Label,25,104,Deleted
2,Label,26,105,Deleted
2,Label,27,106,Deleted
2,Label,28,107,Deleted
2,Label,29,108,Deleted
2,Label,30,109,Deleted
2,Label,31,110,Deleted
2,Label,32,111,Deleted
2,Label,33,112,Deleted
2,Label,34,113,Deleted
2,Label,35,114,Deleted
2,Label,36,115,Deleted
2,Label,37,116,Deleted
2,Label,38,117,Deleted
2,Label,39,118,Deleted
2,Label,40,119,Deleted
2,Label,41,120,Deleted
2,Label,42,121,Deleted
2,Label,43,122,Deleted
2,Label,44,123,Deleted
2,Label,45,124,Deleted
2,Label,46,125,Deleted
2,Label,47,126,Deleted
2,Label,48,127,Deleted
2,Label,49,128,Deleted
2,Label,50,129,Deleted
2,Label,51,130,Deleted
2,Label,52,131,Deleted
2,Label,53,128,Deleted
2,Label,54,129,Deleted
2,Label,55,131,Deleted
2,Label,56,133,Deleted
2,Label,57,134,Deleted
2,Label,58,136,Deleted
2,Label,59,138,Deleted
2,Label,60,139,Deleted
2,Label,61,150,Deleted
2,Label,62,154,Deleted
2,LabelCalc,1,20,Deleted
2,LabelCalc,2,24,Deleted
2,LabelCalc,3,66,Deleted
2,LabelCalc,4,67,Deleted
2,LabelCalc,5,68,Deleted
2,LabelCalc,6,69,Deleted
2,LabelCalc,7,70,Deleted
2,LabelCalc,8,71,Deleted
2,LabelCalc,9,72,Deleted
2,LabelCalc,10,73,Deleted
2,LabelCalc,11,74,Deleted
2,LabelCalc,12,75,Deleted
2,LabelCalc,13,76,Deleted
2,LabelCalc,14,77,Deleted
2,LabelCalc,15,78,Deleted
2,LabelCalc,16,89,Deleted
2,LabelCalc,17,95,Deleted
2,LabelCalc,18,96,Deleted
2,LabelCalc,19,97,Deleted
2,LabelCalc,20,143,Deleted
2,LabelCalc,21,145,Deleted
2,LabelCalc,22,140,Deleted
2,LabelCalc,23,142,Deleted
